chrm	start	stop	ChIP	ATAC	
NC_006088.3	175269500	175269610	0.000000	0.000000	
NC_006088.3	184224717	184225209	0.739837	0.678862	
NC_006088.3	185686243	185686705	1.000000	0.000000	
NC_006088.3	191262165	191262727	0.564057	0.304270	
NC_006089.3	10977275	10978190	0.000000	0.000000	
NC_006089.3	86670548	86671408	0.000000	0.000000	
NC_006089.3	124862419	124862651	1.000000	1.000000	
NC_006089.3	5197400	5197561	0.031056	1.000000	
NC_006089.3	5491630	5491892	1.000000	1.000000	
NC_006089.3	6971464	6971566	0.000000	0.000000	
NC_006089.3	7908269	7908364	0.000000	0.000000	
NC_006089.3	10035974	10036044	0.000000	0.000000	
NC_006089.3	10493633	10493817	0.000000	0.000000	
NC_006089.3	10502396	10502733	0.000000	0.000000	
NC_006089.3	10705424	10705486	0.000000	0.000000	
NC_006089.3	10862027	10862203	0.250000	0.000000	
NC_006089.3	12446342	12446689	0.000000	0.000000	
NC_006089.3	12719331	12719570	0.000000	0.000000	
NC_006089.3	13152566	13152880	0.000000	0.000000	
NC_006089.3	13524747	13525471	0.000000	0.000000	
NC_006089.3	15137381	15137502	1.000000	0.000000	
NC_006089.3	15642877	15642938	0.000000	0.000000	
NC_006089.3	17942348	17942446	0.000000	0.000000	
NC_006089.3	18898395	18898478	0.000000	0.000000	
NC_006089.3	20060771	20061118	0.000000	0.000000	
NC_006089.3	25367546	25367773	0.000000	0.000000	
NC_006089.3	25405368	25405652	0.000000	0.000000	
NC_006089.3	25685158	25685422	0.000000	0.000000	
NC_006089.3	28320802	28321103	0.000000	0.000000	
NC_006089.3	28989348	28989419	1.000000	1.000000	
NC_006089.3	29684388	29684612	0.000000	0.000000	
NC_006089.3	30354716	30354809	0.000000	0.000000	
NC_006089.3	30373558	30374510	0.000000	0.000000	
NC_006089.3	33579575	33579937	0.988950	1.000000	
NC_006089.3	35263585	35264141	0.000000	0.000000	
NC_006089.3	35286429	35286713	0.000000	0.000000	
NC_006089.3	35825436	35825928	0.000000	0.902439	
NC_006089.3	35916866	35917255	0.000000	0.000000	
NC_006089.3	35983975	35984444	0.000000	0.000000	
NC_006089.3	38336082	38336152	1.000000	0.000000	
NC_006089.3	61873083	61873190	0.000000	0.000000	
NC_006089.3	67229243	67229551	0.000000	0.490260	
NC_006089.3	70243891	70244093	0.000000	0.000000	
NC_006089.3	78151888	78151945	0.000000	0.000000	
NC_006089.3	81428772	81428924	0.000000	0.000000	
NC_006089.3	85948266	85948795	0.000000	0.000000	
NC_006089.3	85962143	85962868	0.000000	0.000000	
NC_006089.3	85973513	85974003	0.000000	0.000000	
NC_006089.3	86063130	86063702	0.673077	0.423077	
NC_006089.3	86076182	86077048	0.000000	0.000000	
NC_006089.3	86136114	86136397	0.000000	0.000000	
NC_006089.3	86455316	86455875	0.000000	0.000000	
NC_006089.3	86460874	86461116	0.000000	0.000000	
NC_006089.3	86541375	86541851	1.000000	1.000000	
NC_006089.3	86618981	86619411	1.000000	0.000000	
NC_006089.3	86707969	86708102	0.000000	0.000000	
NC_006089.3	86708284	86708515	0.000000	0.000000	
NC_006089.3	86756713	86757223	0.000000	0.000000	
NC_006089.3	86885075	86886139	0.000000	0.000000	
NC_006089.3	86886158	86886362	0.000000	0.000000	
NC_006089.3	86919941	86921097	0.000000	0.000000	
NC_006089.3	87138847	87138972	1.000000	0.000000	
NC_006089.3	87138985	87139320	1.000000	0.000000	
NC_006089.3	87563753	87564169	0.000000	0.000000	
NC_006089.3	87588279	87588636	0.000000	1.000000	
NC_006089.3	89242621	89243260	0.000000	0.000000	
NC_006089.3	91001680	91002194	0.000000	0.000000	
NC_006089.3	91006211	91006984	0.000000	0.000000	
NC_006089.3	91325406	91325918	0.000000	0.000000	
NC_006089.3	91419220	91420153	0.000000	0.000000	
NC_006089.3	91509648	91510062	0.000000	0.000000	
NC_006089.3	95576428	95576676	0.000000	0.000000	
NC_006089.3	95870392	95870527	0.000000	0.000000	
NC_006089.3	96013884	96014042	0.000000	0.000000	
NC_006089.3	96171143	96171536	1.000000	1.000000	
NC_006089.3	97458750	97458914	0.000000	0.000000	
NC_006089.3	98187652	98187765	1.000000	0.000000	
NC_006089.3	99928565	99928734	0.000000	0.000000	
NC_006089.3	102433503	102433567	1.000000	0.000000	
NC_006089.3	103113294	103113514	1.000000	1.000000	
NC_006089.3	103358793	103359380	0.000000	0.000000	
NC_006089.3	103412956	103413142	0.000000	0.000000	
NC_006089.3	105449147	105449289	0.000000	0.000000	
NC_006089.3	105460214	105460467	0.000000	0.000000	
NC_006089.3	106386920	106387182	0.000000	0.000000	
NC_006089.3	109386558	109387092	0.000000	0.000000	
NC_006089.3	112269152	112269737	0.000000	0.000000	
NC_006089.3	112662545	112662611	0.000000	0.000000	
NC_006089.3	112701150	112701438	1.000000	0.000000	
NC_006089.3	117807117	117807202	0.000000	0.000000	
NC_006089.3	118386216	118386520	0.000000	0.000000	
NC_006089.3	118843950	118844165	0.000000	0.000000	
NC_006089.3	118861432	118862012	0.000000	0.000000	
NC_006089.3	118897872	118898473	0.000000	0.000000	
NC_006089.3	123587475	123587583	0.000000	0.000000	
NC_006089.3	124663350	124663484	0.000000	0.000000	
NC_006089.3	124687790	124688064	0.000000	0.000000	
NC_006089.3	124781360	124781953	1.000000	0.483980	
NC_006089.3	124831697	124831783	1.000000	0.000000	
NC_006089.3	125289144	125289935	0.000000	0.000000	
NC_006089.3	128026990	128027156	1.000000	1.000000	
NC_006089.3	130034514	130035776	0.000000	0.051506	
NC_006089.3	130038532	130039604	0.000000	0.000000	
NC_006089.3	130366023	130366276	0.000000	0.000000	
NC_006089.3	132416269	132416425	0.000000	0.653846	
NC_006089.3	134246947	134247257	0.000000	0.000000	
NC_006089.3	134370715	134371083	0.000000	0.000000	
NC_006089.3	134510183	134510694	0.000000	0.000000	
NC_006089.3	134571296	134571421	0.000000	1.000000	
NC_006089.3	134595859	134596086	0.000000	0.000000	
NC_006089.3	139010749	139011082	0.000000	0.396396	
NC_006089.3	142766181	142766540	0.000000	0.000000	
NC_006089.3	146186308	146186388	0.000000	1.000000	
NC_006090.3	10046233	10046490	0.000000	0.000000	
NC_006090.3	15410882	15411182	0.000000	0.000000	
NC_006090.3	19094877	19095219	0.000000	0.000000	
NC_006090.3	19240129	19240356	0.000000	0.000000	
NC_006090.3	19894662	19894715	0.000000	0.000000	
NC_006090.3	20692355	20692543	0.000000	0.000000	
NC_006090.3	20933091	20933761	0.670149	0.452239	
NC_006090.3	24719209	24719470	0.000000	0.000000	
NC_006090.3	25137645	25138745	0.000000	0.000000	
NC_006090.3	29228793	29228886	1.000000	1.000000	
NC_006090.3	33811044	33811122	0.000000	0.000000	
NC_006090.3	43055028	43055132	0.000000	0.000000	
NC_006090.3	44205320	44205665	0.000000	0.000000	
NC_006090.3	49801864	49801981	0.000000	0.000000	
NC_006090.3	50055689	50055780	0.000000	0.000000	
NC_006090.3	50074590	50074825	0.000000	0.000000	
NC_006090.3	50250056	50250402	0.000000	0.000000	
NC_006090.3	50322667	50322924	0.000000	0.000000	
NC_006090.3	50363051	50363213	0.000000	0.000000	
NC_006090.3	53167484	53167801	0.000000	0.000000	
NC_006090.3	54043189	54043292	0.000000	0.000000	
NC_006090.3	55764427	55764478	1.000000	1.000000	
NC_006090.3	58295541	58295862	0.000000	0.000000	
NC_006090.3	58344701	58344770	0.000000	0.000000	
NC_006090.3	59052094	59052215	0.000000	0.000000	
NC_006090.3	59391581	59391801	0.000000	0.000000	
NC_006090.3	67314847	67315057	0.000000	0.000000	
NC_006090.3	67961533	67961833	1.000000	0.000000	
NC_006090.3	68058250	68058459	0.000000	0.000000	
NC_006090.3	69752728	69752815	0.000000	0.000000	
NC_006090.3	71062498	71062841	0.000000	0.000000	
NC_006090.3	71200222	71200514	0.000000	0.000000	
NC_006090.3	71625619	71625964	0.000000	0.000000	
NC_006090.3	73993008	73993661	1.000000	1.000000	
NC_006090.3	75755285	75755461	0.000000	0.000000	
NC_006090.3	76416827	76417112	0.000000	0.000000	
NC_006090.3	79802566	79802734	0.000000	0.000000	
NC_006090.3	83058714	83058912	0.000000	0.000000	
NC_006090.3	86864083	86864525	1.000000	0.839366	
NC_006090.3	88604292	88604408	0.000000	0.000000	
NC_006090.3	93412038	93412207	0.000000	0.000000	
NC_006090.3	95929373	95929466	0.000000	0.000000	
NC_006090.3	100857584	100857776	0.000000	0.000000	
NC_006090.3	101641133	101641380	0.000000	0.663968	
NC_006090.3	102304650	102304790	0.000000	0.000000	
NC_006090.3	103179550	103179731	0.000000	0.000000	
NC_006090.3	108178644	108178932	0.003472	0.000000	
NC_006090.3	108188984	108189147	0.000000	0.000000	
NC_006090.3	110200389	110200618	0.000000	0.000000	
NC_006091.3	4522672	4522740	0.000000	0.000000	
NC_006091.3	4889814	4889927	0.000000	0.000000	
NC_006091.3	5360727	5361003	0.000000	0.000000	
NC_006091.3	6877811	6878075	0.000000	0.000000	
NC_006091.3	7203721	7203984	0.000000	0.000000	
NC_006091.3	7334825	7335010	0.000000	0.000000	
NC_006091.3	7368910	7368969	0.000000	0.000000	
NC_006091.3	7541578	7541771	0.000000	0.000000	
NC_006091.3	7796917	7796986	0.000000	0.000000	
NC_006091.3	9615748	9615818	0.000000	0.000000	
NC_006091.3	10741489	10741586	0.000000	0.000000	
NC_006091.3	12941610	12941664	1.000000	0.592593	
NC_006091.3	14182738	14182918	0.000000	0.000000	
NC_006091.3	14630963	14631064	0.000000	0.000000	
NC_006091.3	16172277	16172453	1.000000	0.000000	
NC_006091.3	17134211	17134305	0.000000	0.000000	
NC_006091.3	18170315	18170398	0.000000	0.000000	
NC_006091.3	18522347	18522399	0.000000	0.000000	
NC_006091.3	27701698	27701860	0.000000	0.000000	
NC_006091.3	32298776	32299090	0.659236	0.630573	
NC_006091.3	39076206	39076580	0.000000	0.000000	
NC_006091.3	39632219	39632405	0.000000	0.000000	
NC_006091.3	40123140	40123655	0.000000	0.000000	
NC_006091.3	41709013	41709084	0.000000	0.000000	
NC_006091.3	41713349	41713514	0.000000	1.000000	
NC_006091.3	45608991	45609099	0.000000	0.000000	
NC_006091.3	50730481	50730643	0.000000	0.000000	
NC_006091.3	51468671	51468897	0.000000	0.000000	
NC_006091.3	51505496	51505579	0.000000	0.000000	
NC_006091.3	51643889	51644022	0.000000	0.000000	
NC_006091.3	52333424	52333759	1.000000	0.611940	
NC_006091.3	55713784	55713911	0.000000	0.000000	
NC_006091.3	57134548	57134609	0.000000	0.000000	
NC_006091.3	58793997	58794208	0.000000	0.000000	
NC_006091.3	68853941	68854040	0.000000	0.000000	
NC_006091.3	70419523	70419862	0.000000	1.000000	
NC_006091.3	70809323	70809436	0.000000	0.000000	
NC_006091.3	72458550	72458601	0.000000	0.000000	
NC_006091.3	73696043	73696279	0.000000	1.000000	
NC_006091.3	73767612	73767845	0.000000	0.000000	
NC_006091.3	74714105	74714588	0.000000	0.000000	
NC_006091.3	74953110	74953307	0.000000	0.000000	
NC_006091.3	76001542	76001777	1.000000	0.000000	
NC_006091.3	77105351	77105406	0.000000	0.000000	
NC_006091.3	78290966	78291437	0.000000	0.000000	
NC_006091.3	80903050	80903217	0.000000	0.000000	
NC_006091.3	83032140	83032333	0.000000	0.000000	
NC_006091.3	84257167	84257388	0.000000	0.000000	
NC_006091.3	86761631	86761689	0.000000	0.000000	
NC_006092.3	10420065	10420388	0.000000	0.000000	
NC_006092.3	5012098	5012555	0.000000	0.000000	
NC_006092.3	7110131	7110189	0.000000	0.000000	
NC_006092.3	7296606	7296942	1.000000	1.000000	
NC_006092.3	7910163	7910357	1.000000	1.000000	
NC_006092.3	9317639	9317704	0.000000	1.000000	
NC_006092.3	10359305	10359611	0.000000	0.000000	
NC_006092.3	10391131	10391496	0.000000	0.000000	
NC_006092.3	10401943	10402325	0.000000	0.000000	
NC_006092.3	10423546	10423740	0.000000	1.000000	
NC_006092.3	10920343	10920503	0.000000	0.000000	
NC_006092.3	12134518	12134573	0.000000	0.000000	
NC_006092.3	16806210	16806379	0.000000	0.000000	
NC_006092.3	20154153	20154225	0.055556	1.000000	
NC_006092.3	28335904	28336213	0.000000	0.000000	
NC_006092.3	30347492	30347694	0.000000	0.000000	
NC_006092.3	30467796	30469031	0.000000	0.000000	
NC_006092.3	31089591	31089721	0.000000	0.000000	
NC_006092.3	32437061	32437353	1.000000	1.000000	
NC_006092.3	34865299	34865551	0.000000	0.000000	
NC_006092.3	36010873	36010959	0.000000	0.000000	
NC_006092.3	36418348	36418779	0.000000	0.000000	
NC_006092.3	39449254	39449505	0.000000	0.000000	
NC_006092.3	39659969	39660158	0.000000	0.000000	
NC_006092.3	40388229	40388368	0.000000	0.000000	
NC_006092.3	40942119	40942259	0.000000	0.000000	
NC_006092.3	45001779	45001853	0.000000	0.000000	
NC_006092.3	45971504	45972015	0.000000	0.000000	
NC_006092.3	51275720	51275867	0.000000	0.000000	
NC_006092.3	52599610	52599693	0.000000	0.000000	
NC_006092.3	55450913	55451513	1.000000	0.000000	
NC_006092.3	57339992	57340054	0.000000	0.000000	
NC_006093.3	31981348	31981658	0.000000	0.000000	
NC_006093.3	6964248	6964301	0.000000	0.000000	
NC_006093.3	7991908	7992008	1.000000	0.380000	
NC_006093.3	10606461	10606582	0.000000	0.000000	
NC_006093.3	16709630	16709823	0.000000	0.000000	
NC_006093.3	16862359	16863217	0.000000	0.000000	
NC_006093.3	22501095	22501329	0.000000	0.000000	
NC_006093.3	24253997	24254130	0.000000	0.000000	
NC_006093.3	25647632	25647733	1.000000	1.000000	
NC_006093.3	26491461	26491862	1.000000	0.798005	
NC_006093.3	26556520	26556740	1.000000	0.345455	
NC_006093.3	26784258	26784979	0.000000	0.000000	
NC_006093.3	28174802	28174894	0.000000	0.000000	
NC_006093.3	28799361	28799515	1.000000	0.000000	
NC_006093.3	30996277	30996618	0.000000	0.000000	
NC_006093.3	31072868	31073450	0.000000	0.000000	
NC_006093.3	31846712	31846994	0.000000	0.000000	
NC_006093.3	31955435	31955786	0.000000	0.000000	
NC_006093.3	32225712	32225941	0.000000	0.000000	
NC_006093.3	33084768	33084879	1.000000	0.000000	
NC_006093.3	33206785	33207075	0.000000	0.000000	
NC_006093.3	33242249	33243042	0.000000	0.000000	
NC_006093.3	33393316	33393647	1.000000	0.000000	
NC_006093.3	33736280	33736631	0.000000	0.000000	
NC_006094.3	3420783	3420953	0.000000	0.000000	
NC_006094.3	8391556	8391841	0.887719	1.000000	
NC_006094.3	8410925	8411448	0.000000	0.000000	
NC_006094.3	8572857	8572922	0.000000	0.000000	
NC_006094.3	10061652	10061710	1.000000	0.000000	
NC_006094.3	10061724	10061796	1.000000	0.000000	
NC_006094.3	12224910	12224988	1.000000	0.000000	
NC_006094.3	12555736	12555867	0.000000	0.000000	
NC_006094.3	12660858	12661048	0.000000	0.000000	
NC_006094.3	16025246	16026320	0.327747	0.000000	
NC_006094.3	16934400	16934491	0.494505	0.000000	
NC_006094.3	17471875	17472063	0.000000	0.000000	
NC_006094.3	22197666	22197805	0.000000	0.000000	
NC_006094.3	22513989	22514335	0.190751	0.000000	
NC_006094.3	26029421	26029561	0.000000	0.000000	
NC_006094.3	26330934	26331066	0.000000	0.000000	
NC_006094.3	27058062	27058245	0.000000	0.000000	
NC_006094.3	28275880	28276143	0.000000	0.000000	
NC_006094.3	28313623	28314277	0.143731	0.000000	
NC_006094.3	29349526	29349822	1.000000	0.875000	
NC_006094.3	30789648	30789821	1.000000	0.000000	
NC_006094.3	30947594	30947773	0.000000	0.000000	
NC_006094.3	32086698	32086799	0.000000	0.000000	
NC_006094.3	32320738	32320999	0.000000	0.000000	
NC_006094.3	32461659	32462041	0.000000	0.000000	
NC_006094.3	32541128	32541750	0.000000	0.000000	
NC_006094.3	34511684	34511942	0.000000	0.000000	
NC_006095.3	1584004	1584065	0.000000	0.000000	
NC_006095.3	1984225	1984420	1.000000	0.620513	
NC_006095.3	13622575	13622801	1.000000	1.000000	
NC_006095.3	13873213	13873276	0.000000	0.000000	
NC_006095.3	14819251	14819318	0.000000	0.000000	
NC_006095.3	15256502	15256559	0.000000	0.000000	
NC_006095.3	15808913	15809270	0.000000	0.000000	
NC_006095.3	15927912	15928407	0.000000	0.412121	
NC_006095.3	16394081	16394682	0.000000	0.000000	
NC_006095.3	16484915	16484999	0.000000	0.000000	
NC_006095.3	16936904	16937250	1.000000	1.000000	
NC_006095.3	19371368	19371675	1.000000	0.000000	
NC_006095.3	21414236	21414344	0.000000	0.000000	
NC_006095.3	21765700	21765841	0.000000	0.000000	
NC_006095.3	21801518	21801920	0.000000	0.000000	
NC_006095.3	21952169	21952232	0.000000	0.000000	
NC_006096.3	11123748	11123826	0.000000	0.141026	
NC_006096.3	11289450	11289651	0.000000	0.000000	
NC_006096.3	11374153	11374504	1.000000	0.000000	
NC_006096.3	16235123	16235315	0.000000	0.000000	
NC_006096.3	22761179	22761350	0.000000	0.000000	
NC_006097.3	4520783	4520877	0.000000	0.000000	
NC_006097.3	6927020	6927267	1.000000	0.000000	
NC_006097.3	6938703	6938794	1.000000	0.000000	
NC_006097.3	8127645	8127767	1.000000	0.000000	
NC_006097.3	10429122	10429220	1.000000	0.000000	
NC_006097.3	12371739	12371991	1.000000	0.000000	
NC_006097.3	13788550	13788648	0.000000	0.000000	
NC_006097.3	14214848	14214905	1.000000	0.000000	
NC_006097.3	14386643	14386917	0.000000	0.000000	
NC_006097.3	14832131	14832184	0.000000	0.000000	
NC_006097.3	15311899	15311990	1.000000	0.000000	
NC_006097.3	15339167	15339319	1.000000	0.000000	
NC_006097.3	15502058	15502425	0.000000	0.000000	
NC_006097.3	15741492	15741646	0.000000	1.000000	
NC_006097.3	16156031	16156380	0.790831	0.868195	
NC_006097.3	16158132	16158293	0.000000	0.000000	
NC_006097.3	16437360	16437537	1.000000	0.497175	
NC_006098.3	4203871	4204095	1.000000	0.000000	
NC_006098.3	4240203	4240409	0.000000	0.000000	
NC_006098.3	5577051	5577174	0.000000	0.000000	
NC_006098.3	5711508	5711609	1.000000	0.000000	
NC_006098.3	8033533	8034008	0.000000	0.000000	
NC_006098.3	8041189	8041405	0.000000	0.000000	
NC_006098.3	8052439	8052838	0.000000	0.000000	
NC_006098.3	8186524	8186700	0.000000	0.000000	
NC_006098.3	8671939	8672181	1.000000	0.000000	
NC_006098.3	10252311	10252585	0.770073	0.000000	
NC_006098.3	10310327	10310793	0.000000	0.000000	
NC_006098.3	12142234	12142323	0.000000	0.000000	
NC_006098.3	12620434	12620688	0.000000	0.000000	
NC_006098.3	12965618	12966107	0.000000	0.000000	
NC_006098.3	13190284	13190632	0.000000	0.000000	
NC_006098.3	13561308	13561597	0.000000	0.000000	
NC_006098.3	13819797	13819854	0.000000	0.000000	
NC_006098.3	14430155	14430447	0.431507	0.143836	
NC_006098.3	15475608	15475791	0.000000	0.000000	
NC_006099.3	5936971	5937122	0.000000	0.000000	
NC_006099.3	8276676	8276803	0.000000	0.000000	
NC_006099.3	9360347	9360474	1.000000	1.000000	
NC_006099.3	12070424	12070521	0.000000	0.000000	
NC_006099.3	12645400	12645497	0.000000	0.000000	
NC_006099.3	12790820	12790940	0.000000	0.000000	
NC_006099.3	12954567	12954790	0.000000	0.000000	
NC_006099.3	13814579	13814780	0.000000	0.000000	
NC_006099.3	13902780	13903026	1.000000	1.000000	
NC_006099.3	14669632	14669748	0.000000	0.000000	
NC_006099.3	14748781	14748871	1.000000	0.000000	
NC_006099.3	15000748	15000951	0.000000	0.000000	
NC_006099.3	15682596	15682821	0.000000	0.000000	
NC_006099.3	15904426	15904739	1.000000	0.000000	
NC_006099.3	16036348	16036689	0.000000	0.000000	
NC_006099.3	16139661	16140142	0.671518	0.079002	
NC_006099.3	17311603	17311671	0.000000	0.000000	
NC_006099.3	17526222	17526449	1.000000	0.000000	
NC_006099.3	17589945	17590002	0.000000	0.000000	
NC_006100.3	6645892	6646122	0.252174	1.000000	
NC_006100.3	10080962	10081239	1.000000	0.000000	
NC_006100.3	10081247	10081305	1.000000	0.000000	
NC_006100.3	13412336	13412393	0.000000	0.000000	
NC_006100.3	15724210	15724267	1.000000	0.000000	
NC_006101.3	2441082	2441356	0.000000	0.000000	
NC_006101.3	2547643	2548125	0.000000	0.000000	
NC_006101.3	3735193	3735284	0.000000	0.000000	
NC_006101.3	4857849	4858049	1.000000	0.500000	
NC_006101.3	7977699	7977861	0.000000	0.000000	
NC_006101.3	10276790	10276920	0.000000	0.000000	
NC_006102.3	417751	417977	1.000000	0.000000	
NC_006102.3	1248724	1248879	0.000000	0.000000	
NC_006102.3	7223304	7223438	0.000000	0.000000	
NC_006102.3	7429201	7429295	0.000000	0.000000	
NC_006102.3	12294155	12294320	1.000000	1.000000	
NC_006104.3	2120738	2120873	0.000000	0.000000	
NC_006104.3	9183765	9184173	0.000000	0.000000	
NC_006104.3	9782835	9782916	0.000000	0.000000	
NC_006104.3	9828756	9828837	0.000000	0.000000	
NC_006105.3	5527375	5527452	0.000000	0.000000	
NC_006106.3	8250388	8250460	0.000000	0.000000	
NC_006107.3	4499036	4499273	0.000000	0.000000	
NC_006107.3	7171270	7171465	0.000000	0.000000	
NC_006107.3	8905941	8906034	0.000000	0.000000	
NC_006107.3	12029838	12030410	1.000000	0.545455	
NC_006107.3	14133220	14133309	1.000000	0.000000	
NC_006108.3	355583	355662	1.000000	0.000000	
NC_006108.3	1514345	1514437	0.000000	0.000000	
NC_006108.3	1637567	1637906	1.000000	0.000000	
NC_006108.3	1673146	1673227	1.000000	0.000000	
NC_006108.3	3759511	3759797	0.573427	0.000000	
NC_006108.3	3876290	3876670	0.568421	0.000000	
NC_006108.3	3878708	3879101	0.000000	0.000000	
NC_006108.3	5003628	5003722	0.000000	0.000000	
NC_006109.3	1842735	1842945	0.000000	0.000000	
NC_006109.3	2161611	2161825	1.000000	0.000000	
NC_006111.3	4536530	4536664	0.000000	0.000000	
NC_006111.3	4556165	4556240	0.000000	0.000000	
NC_006113.3	4114277	4114334	0.000000	0.000000	
NC_006127.3	4128379	4128733	0.000000	0.000000	
NC_006127.3	5706730	5707034	0.000000	0.000000	
NC_006127.3	13771143	13771292	0.000000	0.000000	
NC_006127.3	24838644	24839097	1.000000	0.000000	
NC_006127.3	31122551	31122774	0.000000	0.000000	
NC_006127.3	31233554	31234355	0.000000	0.000000	
NC_006127.3	31251067	31251167	1.000000	0.000000	
NC_006127.3	31267910	31268016	1.000000	0.000000	
NC_006127.3	31318485	31319140	1.000000	0.000000	
NC_006127.3	38581053	38581557	1.000000	1.000000	
NC_006127.3	55283850	55284048	1.000000	0.545455	
NC_006127.3	55543822	55543905	0.000000	0.000000	
NC_006127.3	55592884	55592958	1.000000	0.000000	
NC_006127.3	59078557	59078709	0.000000	0.000000	
NC_006127.3	65794284	65794430	1.000000	1.000000	
