chr12	72633255	72635754
chr12	110746134	110749179
chr4	54624098	54627608
chr12	92916017	92919523
chr16	91139390	91142515
chr14	99407818	99411860
chr5	12505539	12509076
chr11	57741092	57744838
chr8	93262503	93266310
chr11	96744632	96749165
chr6	94703092	94707434
chr13	77685726	77688999
chr3	99063702	99067487
chr1	93859505	93862537
chr19	58493721	58494961
chr5	112104093	112105425
chr13	48874993	48876671
chr17	44754669	44756593
chr13	116476827	116478248
chr1	195275523	195276379
chr1	135077245	135080794
chr9	120527563	120530649
chr13	37402835	37405679
chr11	77719512	77721230
chr8	91794564	91797381
chr8	8488054	8491339
chr16	30872748	30875402
chr3	35302616	35305632
chr1	64039868	64043146
chr11	114196889	114198926
chr11	96746513	96749479
chr13	98661577	98663920
chr10	120083099	120086511
chr1	74861638	74864881
chr3	142090852	142094953
chr1	75657328	75659829
chr3	79793247	79796620
chr5	37102210	37106605
chr1	78055978	78058082
chr16	26025294	26026569
chr19	47375696	47376732
chr2	114633416	114634555
chr11	103701937	103703543
chr17	84581788	84583140
chr14	105881390	105884180
chr14	106378589	106380054
chr14	61171563	61174868
chr15	56551694	56553226
chr5	38476616	38477909
chr13	83711025	83711643
chr4	104772719	104773834
chr12	54975298	54977609
chr4	106697141	106699010
chr14	55622602	55623750
chr8	129189321	129191656
chr4	131039087	131041628
chr2	166251904	166254160
chr11	96733570	96735768
chr9	102545648	102547512
chr15	75477139	75480138
chr13	34377263	34382362
chr11	117204339	117209430
chr12	12714218	12718924
chr2	103464143	103467689
chr2	130315050	130319592
chr6	91094557	91099332
chr16	23502881	23507429
chr6	93768350	93773377
chr1	99435074	99439318
chr6	39491754	39496348
chr18	65673857	65677447
chr11	98762967	98767955
chr2	84358122	84360960
chr17	30685485	30689495
chr18	34290952	34294024
chr13	68710405	68714227
chr1	40002455	40007317
chr13	84921390	84925571
chr8	81264413	81267441
chr8	89675106	89678195
chr9	40879722	40882770
chr12	5273244	5276374
chr11	54692688	54697659
chr4	57549272	57553097
chr2	165845157	165848962
chrX	96761917	96764647
chr11	107623487	107625498
chr19	53485525	53487959
chr16	32852170	32855955
chr12	81069617	81072879
chr9	95713136	95716028
chr2	117252816	117256342
chr1	160195598	160198177
chr3	76269644	76273343
chr9	13502414	13505204
chr1	75284862	75287747
chr2	168518619	168521392
chr13	12594345	12597146
chr2	156638937	156641879
chr8	92516582	92519349
chr4	131588028	131592067
chr3	51711493	51714567
chr2	132252190	132254838
chr12	80896781	80899359
chr8	118687658	118690168
chrX	22474415	22477133
chr7	83582528	83585249
chr15	30441205	30443717
chr7	142329604	142332301
chr2	170661529	170664941
chr13	39972062	39974802
chr9	120511026	120513650
chr7	116850326	116855192
chr1	12499257	12501974
chr12	88163880	88168062
chr1	135957131	135962749
chr14	25926641	25930222
chr2	20930433	20933869
chr15	98797910	98802972
chr5	112665149	112669540
chr3	51591774	51595791
chr2	24980365	24983610
chr12	111184714	111188504
chr8	96440682	96443641
chr1	135082557	135086070
chr2	154251162	154254198
chr5	21237397	21240250
chr12	81160952	81166097
chr6	90730489	90734235
chr16	35584609	35589859
chr15	90846953	90850479
chr6	112758522	112762994
chr11	120176187	120178740
chr17	10526428	10530039
chr7	147242712	147244979
chr4	136310237	136314716
chr11	94019969	94023491
chr14	20803684	20807287
chr17	66827736	66831485
chr14	67111578	67115956
chr14	76653697	76657019
chr16	44528859	44534627
chr9	62905817	62908296
chr2	166040689	166042891
chr6	89191339	89193913
chr5	114748732	114751219
chr6	52315158	52318218
chr17	28242662	28245588
chr11	113168953	113171862
chr3	34310580	34311526
chr11	62779280	62781782
chr6	127200155	127202435
chr4	148233580	148235065
chr5	125695333	125697123
chr3	104344457	104346594
chr17	63201276	63204288
chr8	110767723	110770731
chr3	5386841	5389926
chr14	64204166	64206374
chr1	9638304	9641046
chr6	145803566	145805566
chr3	127408166	127410166
chr19	41789892	41792728
chr9	86079916	86081983
chr11	26672020	26674013
chr13	76949140	76951140
chr6	65259696	65261683
chr19	21238907	21241940
chr13	52015282	52017501
chr4	148358843	148361360
chr5	65806214	65807811
chr1	59390767	59392277
chr3	5348379	5351461
chr18	55944508	55946871
chr11	85670731	85673756
chr7	56004371	56006350
chr14	22492662	22494922
chr1	61259046	61261426
chr12	107210896	107213331
chr12	112930182	112933710
chr9	41543061	41546044
chr12	27744939	27747964
chr19	21858276	21860632
chr12	81024749	81027839
chr2	30501751	30503983
chr1	74156810	74159237
chr18	9215671	9216932
chr4	11688389	11690913
chr16	44671395	44673229
chr17	91094720	91097010
chr19	36970730	36972651
chr8	122871226	122872977
chr15	77628190	77631729
chr17	26986091	26989742
chr7	137811417	137814532
chr4	134809382	134812065
chr3	79493450	79495049
chr8	94490230	94492202
chr3	126425779	126427890
chr19	32181141	32182808
chr17	69529964	69531837
chr13	84197836	84200679
chr9	121220832	121224065
chr10	60276526	60279591
chr8	107132337	107136514
chr4	45518952	45522289
chr16	90449561	90451327
chr2	157299241	157303133
chr11	96763027	96765985
chr15	72850849	72853749
chr7	146652275	146655509
chr4	128391658	128394259
chr8	114240105	114242282
chr2	172912148	172914368
chr1	156885959	156888862
chr2	4173065	4174983
chr9	22887576	22889154
chr9	117100332	117102797
chr12	81044785	81047222
chr18	80296671	80299326
chr6	93122032	93124004
chr15	64065076	64067225
chr2	67465349	67467097
chr19	3638247	3639522
chr6	71939327	71942055
chr11	52690526	52692005
chr5	65268023	65270020
chr4	139658785	139661609
chr5	113092065	113094155
chr1	139274730	139276059
chr17	32316447	32317853
chr2	45080648	45082244
chr14	22178081	22179605
chr17	67045365	67047622
chr8	127607264	127608820
chr8	13622329	13626370
